 , C00, C05, C17, C26, C31, C32, C34, C36, C37, C39, C41
Time(s)/Cell Status, undecided, undecided, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
45.8,1.641271,0.0597556,0.3793822,0.0372733,0.5517673,0.000156607,5.31E-06,1.442727,0.2109679,0.1069586,0.2393687
45.9,1.619343,0.05717156,0.4352011,0.03574436,0.5291364,0.000150023,5.09E-06,1.569069,0.2023186,0.1025594,0.2296478
46,1.548531,0.0554266,0.4286181,0.03427813,0.5327157,0.000143715,4.89E-06,1.504553,0.2484938,0.09834122,0.3244449
46.1,1.552672,0.05302976,0.4347398,0.03287205,0.5221717,0.000137672,4.69E-06,1.681908,0.2383059,0.0942965,0.311269
46.2,1.515213,0.05073658,0.4282958,0.04093712,0.5607365,0.000131883,4.50E-06,1.658634,0.2394869,0.09041814,0.3340434
46.3,1.48509,0.04854256,0.4838792,0.03925788,0.5377377,0.000126338,4.32E-06,1.590436,0.2296683,0.08669929,0.3204777
46.4,1.63342,0.04644341,0.4636672,0.03764753,0.6267789,0.000121026,4.14E-06,1.568148,0.2202523,0.0831334,0.3074629
46.5,1.573852,0.04443504,0.4599714,0.03610324,0.6010714,0.000115937,3.98E-06,1.703599,0.2112223,0.07971417,0.2949766
46.6,1.50503,0.04251352,0.4739632,0.03755482,0.6154435,0.000111063,3.81E-06,1.664286,0.2310236,0.07643557,0.2829974
46.7,1.451029,0.04067509,0.4541654,0.03601433,0.5902009,0.000106393,3.66E-06,1.796846,0.221552,0.1068064,0.2715046
46.8,1.387577,0.03891616,0.4351946,0.03453703,0.596121,0.000101919,3.51E-06,1.722965,0.2124687,0.1024135,0.2604786
46.9,1.3269,0.06048211,0.4330658,0.03312033,0.5838773,9.76E-05,3.37E-06,1.652122,0.2442059,0.09820132,0.2499004
47,1.371386,0.05786666,0.4309381,0.06741186,0.5599294,9.35E-05,3.23E-06,1.843789,0.2341938,0.09416236,0.2888745
47.1,1.311417,0.05536431,0.4129375,0.06464664,0.5369638,8.96E-05,3.10E-06,1.810125,0.2607673,0.09028952,0.2771431
47.2,1.254071,0.06625471,0.4090202,0.06199485,0.5658044,8.58E-05,2.98E-06,1.735698,0.2500763,0.09944475,0.2658881
47.3,1.276334,0.06338963,0.3919351,0.05945183,0.5425978,8.22E-05,2.86E-06,1.664331,0.2398236,0.09535465,0.2832475
47.4,1.294222,0.06064845,0.3755637,0.05701313,0.6333372,7.88E-05,2.74E-06,1.603617,0.2299912,0.09143277,0.2717446
47.5,1.237628,0.0580258,0.487289,0.05467446,0.6073607,7.55E-05,2.63E-06,1.775154,0.2205619,0.08767219,0.2607089
47.6,1.232216,0.05551657,0.4669345,0.05243172,0.6050434,7.23E-05,2.53E-06,1.702165,0.2115192,0.1097151,0.2755772
47.7,1.178333,0.05311584,0.4474303,0.05028098,0.6140504,6.92E-05,2.42E-06,1.925921,0.2028473,0.1052026,0.2643858
47.8,1.185447,0.05081893,0.4287408,0.04821847,0.588865,6.63E-05,2.33E-06,1.846733,0.1945309,0.1229808,0.3025852
47.9,1.133609,0.04862135,0.410832,0.04624056,0.5647125,6.35E-05,2.23E-06,1.826062,0.2271792,0.1179226,0.2902969
48,1.14897,0.0465188,0.3936712,0.04434378,0.5415506,6.09E-05,2.14E-06,1.854988,0.2178652,0.1278323,0.2938878
48.1,1.098727,0.04450716,0.4378871,0.0425248,0.6720324,5.83E-05,2.05E-06,1.778716,0.2089331,0.1225746,0.311453
48.2,1.050681,0.04258252,0.4195962,0.06293122,0.6444687,5.59E-05,1.97E-06,1.705581,0.2607145,0.1175332,0.2988046
48.3,1.004736,0.04074111,0.4020693,0.0603498,0.6490013,5.35E-05,1.89E-06,1.635452,0.2500256,0.1126991,0.3090235
48.4,1.080813,0.03897933,0.3852746,0.05787426,0.6223823,5.13E-05,1.82E-06,1.796852,0.239775,0.1080639,0.2964738
48.5,1.03355,0.03729372,0.4045371,0.05550027,0.596855,4.91E-05,1.74E-06,1.722971,0.2299446,0.1036193,0.2844338
48.6,0.9883545,0.03568102,0.4387897,0.05322366,0.5723748,4.70E-05,1.67E-06,1.825672,0.2205172,0.09935748,0.3123551
48.7,0.9451351,0.03413805,0.4204611,0.05104044,0.5488987,4.51E-05,1.60E-06,1.755826,0.2114764,0.09527096,0.2996701
48.8,0.9038056,0.0326618,0.4028982,0.04894677,0.5676515,4.32E-05,1.54E-06,1.683632,0.2592068,0.09135252,0.2875003
48.9,0.9103308,0.03124939,0.4299195,0.04693898,0.5443691,4.14E-05,1.48E-06,1.614406,0.2485797,0.08759525,0.3621629
49,0.8705233,0.02989806,0.4119614,0.04501355,0.6234959,3.96E-05,1.42E-06,1.637052,0.2383883,0.0839925,0.3474552
49.1,0.8782728,0.02860517,0.3947535,0.04316711,0.6041742,3.79E-05,1.36E-06,1.569741,0.2467303,0.08053795,0.3333448
49.2,0.8398672,0.03725741,0.4871132,0.0413964,0.5793938,3.64E-05,1.30E-06,1.505198,0.2366148,0.07722547,0.3198074
49.3,0.8031409,0.03564627,0.4667661,0.03969833,0.5637904,3.48E-05,1.25E-06,1.707029,0.2269139,0.1281371,0.330985
49.4,0.7680207,0.03410481,0.4472689,0.03806991,0.5406664,3.34E-05,1.20E-06,1.820189,0.2430062,0.1228669,0.3175435
49.5,0.7344362,0.03263,0.4356681,0.03650829,0.5184908,3.20E-05,1.15E-06,1.745348,0.2330433,0.1178134,0.3046478
49.6,0.7023203,0.03121897,0.4174699,0.03501073,0.4972247,3.06E-05,1.11E-06,1.673585,0.2234889,0.1129678,0.3510892
49.7,0.7241265,0.02986895,0.4049476,0.0335746,0.6312487,2.93E-05,1.06E-06,1.604772,0.2143262,0.1083215,0.3368312
49.8,0.6924614,0.02857732,0.3921074,0.03219737,0.6558878,2.81E-05,1.02E-06,1.57313,0.2099236,0.1552223,0.3231522
49.9,0.662181,0.02734154,0.404226,0.03087664,0.6289864,2.69E-05,9.77E-07,1.508448,0.2013171,0.1488381,0.3495405
50,0.6332247,0.0261592,0.4000549,0.02961009,0.6031883,2.58E-05,9.38E-07,1.617472,0.2243032,0.1427165,0.3353454
50.1,0.6055347,0.02502798,0.3833443,0.02839549,0.5784483,2.47E-05,9.00E-07,1.615895,0.2151071,0.1368466,0.3217268
50.2,0.5790555,0.02394569,0.4364639,0.02723071,0.6046999,2.37E-05,8.64E-07,1.549454,0.2062881,0.1312182,0.3086612
50.3,0.5723142,0.02291019,0.4182325,0.02611371,0.6336843,2.27E-05,8.29E-07,1.719311,0.1978306,0.1258213,0.2961263
50.4,0.5472877,0.02191948,0.4429877,0.02504253,0.6076935,2.17E-05,7.95E-07,1.669405,0.1897199,0.1206463,0.2841004
50.5,0.5233555,0.02097161,0.4244837,0.02401529,0.5827687,2.08E-05,7.63E-07,1.672542,0.1819416,0.1156842,0.2725629
50.6,0.5004699,0.04398971,0.4067527,0.02303019,0.6192246,1.99E-05,7.32E-07,1.603772,0.1744823,0.1272946,0.2614939
50.7,0.478585,0.04208744,0.3897624,0.0220855,0.6086208,1.91E-05,7.03E-07,1.645925,0.2375683,0.122059,0.2801977
50.8,0.4576572,0.04026744,0.4118468,0.02117955,0.583658,1.83E-05,6.74E-07,1.671013,0.2278284,0.1170388,0.3246294
50.9,0.4459936,0.03852614,0.4701041,0.02031077,0.5829598,1.75E-05,6.47E-07,1.644566,0.2184878,0.1214094,0.311446
51,0.4264909,0.03686013,0.4504675,0.01947763,0.7060246,1.68E-05,6.21E-07,1.576946,0.2095302,0.13177,0.2987979
51.1,0.4078411,0.03526618,0.4316511,0.0431996,0.7416314,1.61E-05,5.96E-07,1.51459,0.2009398,0.1263504,0.2866635
51.2,0.3900067,0.03374115,0.4136207,0.04142756,0.7112131,1.54E-05,5.72E-07,1.598801,0.1927015,0.1211537,0.2750219
51.3,0.3729523,0.03228207,0.4045524,0.03972821,0.6820425,1.47E-05,5.49E-07,1.600358,0.2268866,0.1422888,0.3168125
51.4,0.3566436,0.03088608,0.387654,0.03809856,0.6785135,1.41E-05,5.26E-07,1.534556,0.2278764,0.1364366,0.3039465
51.5,0.341048,0.04646445,0.3714614,0.03653577,0.6563611,1.35E-05,5.05E-07,1.47146,0.233267,0.130825,0.291603
51.6,0.3261344,0.04445517,0.4284045,0.03503708,0.6294402,1.30E-05,4.85E-07,1.497776,0.2383022,0.1592732,0.3180913
51.7,0.311873,0.06532172,0.4193398,0.03359986,0.6824585,1.24E-05,4.65E-07,1.436191,0.2285322,0.1527223,0.3051734
51.8,0.2982352,0.06249699,0.4018237,0.0322216,0.6544672,1.19E-05,4.46E-07,1.503065,0.2191628,0.146441,0.3001862
51.9,0.2851938,0.0597944,0.3850392,0.03089988,0.627624,1.14E-05,4.28E-07,1.452047,0.2333164,0.1404179,0.3027482
52,0.2727227,0.06022682,0.3689558,0.02963237,0.6272046,1.09E-05,4.11E-07,1.562345,0.2237508,0.1346426,0.2904534
52.1,0.2752891,0.05762241,0.4242342,0.02841686,0.6396465,1.05E-05,3.94E-07,1.498106,0.2145774,0.1291049,0.2786579
52.2,0.2632511,0.05513062,0.4464164,0.0272512,0.7035491,1.00E-05,3.78E-07,1.625128,0.2178114,0.1237948,0.2673413
52.3,0.2517395,0.05274658,0.4597549,0.02613337,0.69265,9.60E-06,3.63E-07,1.558308,0.2199351,0.1187032,0.2588715
52.4,0.2976425,0.05046564,0.5100204,0.02506138,0.6719911,9.19E-06,3.48E-07,1.494235,0.2134435,0.113821,0.2483585
52.5,0.284627,0.0600435,0.4887165,0.02403337,0.6583645,8.81E-06,3.34E-07,1.432796,0.2046927,0.1615658,0.2382725
52.6,0.2721806,0.05744701,0.4683024,0.02304752,0.7641336,8.44E-06,3.21E-07,1.40004,0.1963006,0.1549207,0.2285961
52.7,0.2602785,0.05496281,0.4508699,0.02210212,0.7327924,8.08E-06,3.08E-07,1.494039,0.2344502,0.1485489,0.2193126
52.8,0.2488969,0.05258603,0.4320367,0.0211955,0.7439982,7.74E-06,2.95E-07,1.460701,0.2349493,0.1424392,0.2763505
52.9,0.238013,0.05031203,0.4139902,0.02032606,0.7134829,7.42E-06,2.83E-07,1.407372,0.2427393,0.1365808,0.2651277
53,0.2394044,0.04813636,0.3966976,0.01949229,0.6842191,7.11E-06,2.72E-07,1.349505,0.2507545,0.1309633,0.2685114
53.1,0.2452537,0.04605478,0.3801272,0.01869272,0.6561556,6.81E-06,2.61E-07,1.332724,0.240474,0.1255768,0.257607
53.2,0.2345291,0.04406322,0.3801966,0.01792595,0.6371266,6.52E-06,2.50E-07,1.277926,0.2306149,0.1204119,0.3114428
53.3,0.2242734,0.04215777,0.3643155,0.01719063,0.6109947,6.25E-06,2.40E-07,1.463647,0.2211601,0.1154595,0.3394232
53.4,0.2144663,0.04033473,0.3490978,0.01648548,0.7140033,5.98E-06,2.31E-07,1.502393,0.2176133,0.1107107,0.3256389
53.5,0.2050879,0.03859052,0.3345157,0.01580924,0.7545633,5.73E-06,2.21E-07,1.440619,0.2086914,0.1061572,0.3124145
53.6,0.1961197,0.03692173,0.3205428,0.01516075,0.7612384,5.49E-06,2.12E-07,1.46962,0.224234,0.1444387,0.3623246
53.7,0.1875437,0.03532511,0.3521233,0.01453886,0.7349358,5.26E-06,2.04E-07,1.409194,0.2232204,0.1384981,0.3476103
53.8,0.1793426,0.03379753,0.3734762,0.01394248,0.7047921,5.04E-06,1.96E-07,1.379333,0.2140687,0.1566359,0.341175
53.9,0.1715002,0.03233601,0.4329649,0.01337056,0.7112216,4.83E-06,1.88E-07,1.35855,0.2052922,0.1501936,0.3273196
54,0.1640008,0.03093769,0.4148796,0.0128221,0.8011542,4.62E-06,1.80E-07,1.351904,0.1968756,0.1440162,0.3140269
54.1,0.180426,0.02959984,0.3975498,0.01229614,0.8028829,4.43E-06,1.73E-07,1.385141,0.2031491,0.1380929,0.3012741
54.2,0.1725362,0.02831984,0.3809439,0.01179176,0.7699524,4.24E-06,1.66E-07,1.328188,0.2082205,0.1324132,0.2890391
54.3,0.1649914,0.0270952,0.3650315,0.01130806,0.8980707,4.07E-06,1.59E-07,1.323938,0.1996838,0.1396435,0.3092784
54.4,0.1577766,0.02592351,0.4276588,0.01084421,0.861236,3.89E-06,1.53E-07,1.532715,0.1914971,0.1339,0.2967184
54.5,0.1508772,0.02480249,0.4097951,0.01039938,0.8259122,3.73E-06,1.46E-07,1.469694,0.183646,0.1319618,0.2846685
54.6,0.1869287,0.02372994,0.4142396,0.009972801,0.7920371,3.57E-06,1.41E-07,1.409265,0.1761168,0.1265343,0.2731079
54.7,0.1787545,0.02270378,0.4236696,0.009905003,0.8487217,3.42E-06,1.35E-07,1.35132,0.1826338,0.12133,0.2620168
54.8,0.1835697,0.02172199,0.406372,0.009498701,0.8411174,3.28E-06,1.29E-07,1.346759,0.1751461,0.1163398,0.2513761
54.9,0.1801334,0.02078266,0.4038826,0.06389967,0.8652501,3.14E-06,1.24E-07,1.404702,0.1967304,0.1115548,0.2699669
55,0.1722564,0.01988394,0.3870121,0.06127851,0.9208869,3.01E-06,1.19E-07,1.346944,0.1886648,0.1069666,0.2955178
55.1,0.1647239,0.01902409,0.3708463,0.07979304,0.8831165,2.88E-06,1.14E-07,1.303235,0.18949,0.1139533,0.3120622
55.2,0.1575208,0.01820143,0.428508,0.07651995,0.9004301,2.76E-06,1.10E-07,1.24965,0.1817212,0.1963778,0.2993891
55.3,0.1506326,0.01741434,0.4106089,0.07338112,0.8634987,2.65E-06,1.05E-07,1.238331,0.1742709,0.1883009,0.2872307
55.4,0.1440456,0.01666128,0.3934575,0.07037104,0.9023092,2.53E-06,1.01E-07,1.21068,0.1837547,0.2027566,0.275566
55.5,0.1377467,0.01594079,0.3770225,0.06748443,0.9550431,2.43E-06,9.69E-08,1.376416,0.1995115,0.1944174,0.3009169
55.6,0.1317232,0.01525146,0.361274,0.06471623,1.002101,2.33E-06,9.30E-08,1.319821,0.1913319,0.1864211,0.2886965
55.7,0.1259632,0.02288125,0.3461833,0.06206159,0.9609993,2.23E-06,8.93E-08,1.265554,0.1834876,0.1787537,0.2769723
55.8,0.120455,0.02398232,0.331723,0.05951583,1.156941,2.13E-06,8.57E-08,1.265027,0.1759649,0.1714016,0.2657243
55.9,0.1211591,0.02294524,0.3432786,0.05707451,1.109489,2.04E-06,8.22E-08,1.213013,0.1687506,0.164352,0.254933
56,0.115861,0.02195301,0.3289396,0.05473332,1.197668,1.96E-06,7.89E-08,1.221346,0.162819,0.1664596,0.24458
56.1,0.1193844,0.02100369,0.3942513,0.05248817,1.205705,1.88E-06,7.57E-08,1.312757,0.1989335,0.1596132,0.2346474
56.2,0.1201632,0.02009542,0.4424317,0.05033512,1.229059,1.80E-06,7.26E-08,1.25878,0.227079,0.1530484,0.2251182
56.3,0.1433431,0.01922642,0.423951,0.04827038,1.178649,1.72E-06,6.97E-08,1.207023,0.2177691,0.1467536,0.215976
56.4,0.1370749,0.01839501,0.4062423,0.04629034,1.310453,1.65E-06,6.69E-08,1.157393,0.2088409,0.1407177,0.2955389
56.5,0.1310808,0.01759954,0.3892732,0.05782188,1.256704,1.58E-06,6.42E-08,1.286306,0.2002788,0.1582484,0.2835369
56.6,0.1253488,0.01683848,0.373013,0.05545004,1.343006,1.51E-06,6.16E-08,1.233417,0.1920677,0.1517397,0.2720222
56.7,0.1198674,0.01611033,0.3574319,0.05317549,1.390922,1.45E-06,5.91E-08,1.182703,0.1841932,0.1454988,0.265235
56.8,0.1146258,0.01541366,0.3767913,0.05099425,1.501578,1.39E-06,5.67E-08,1.134074,0.1766416,0.1395145,0.2544636
56.9,0.1096134,0.01474712,0.3610525,0.04890247,1.516465,1.33E-06,5.44E-08,1.087444,0.1693996,0.1337763,0.2441296
57,0.1092104,0.01410941,0.345971,0.04689651,1.561713,1.27E-06,5.22E-08,1.232635,0.1624545,0.1282742,0.2342153
57.1,0.1044348,0.01349927,0.3315196,0.04497282,1.830433,1.22E-06,5.01E-08,1.181953,0.1654477,0.1229983,0.2679762
57.2,0.09986801,0.01291551,0.3523317,0.04312805,1.77107,1.17E-06,4.81E-08,1.133355,0.1586646,0.1892963,0.2570935
57.3,0.1030293,0.012357,0.3765378,0.04135894,1.932476,1.12E-06,4.61E-08,1.086754,0.2120452,0.1815106,0.3021095
57.4,0.09852399,0.01182264,0.3608095,0.03966241,2.163703,1.07E-06,4.43E-08,1.04207,0.2244027,0.1740452,0.2898406
57.5,0.09421567,0.01131139,0.3850659,0.03803547,2.322772,1.03E-06,4.25E-08,1.150431,0.2235651,0.1668868,0.27807
57.6,0.09009574,0.01082225,0.4059841,0.03708157,2.610163,9.85E-07,4.08E-08,1.165036,0.2143993,0.1600229,0.3041684
57.7,0.08615598,0.01035426,0.428667,0.0355605,2.709121,9.44E-07,3.91E-08,1.117133,0.2056092,0.1534412,0.2918159
57.8,0.1022309,0.009906505,0.4646661,0.03410181,2.944158,9.04E-07,3.75E-08,1.0712,0.2215061,0.1471303,0.2833743
57.9,0.09776045,0.009478115,0.4773842,0.03270296,3.109054,8.66E-07,3.60E-08,1.027156,0.2124247,0.1656198,0.2718662
58,0.09348551,0.009068249,0.4574435,0.03136149,2.981535,8.30E-07,3.46E-08,0.9849221,0.2037156,0.158808,0.2608255
58.1,0.1187409,0.008676107,0.4383357,0.03007505,3.310533,7.95E-07,3.32E-08,1.112868,0.1953636,0.1522763,0.2502332
58.2,0.1135485,0.008300923,0.4200261,0.02884138,3.333635,7.61E-07,3.18E-08,1.067111,0.187354,0.1460133,0.2400711
58.3,0.1085832,0.007941962,0.4024813,0.02765831,3.571299,7.29E-07,3.05E-08,1.069708,0.1796728,0.1709617,0.2498537
58.4,0.103835,0.007598525,0.4393058,0.02724059,3.424821,6.99E-07,2.93E-08,1.025725,0.1954334,0.1639302,0.2732056
58.5,0.09929443,0.007269939,0.4209556,0.02612319,3.439011,6.69E-07,2.81E-08,1.076686,0.1874209,0.1571878,0.2621106
58.6,0.09495242,0.006955562,0.403372,0.03768608,3.637959,6.41E-07,2.70E-08,1.032416,0.179737,0.1507228,0.3056072
58.7,0.09080028,0.00665478,0.4520507,0.03614021,3.488747,6.14E-07,2.59E-08,1.07575,0.1723681,0.1445236,0.2931963
58.8,0.08682971,0.006367004,0.4331682,0.03465774,3.562684,5.88E-07,2.48E-08,1.031519,0.2020607,0.1611812,0.2855639
58.9,0.08303276,0.006091673,0.4387295,0.03323609,3.49124,5.64E-07,2.38E-08,1.054625,0.1937765,0.1545519,0.2739669
59,0.07940185,0.005828249,0.4413171,0.03187275,3.58972,5.40E-07,2.29E-08,1.011262,0.2339338,0.2033066,0.3041288
59.1,0.09162819,0.005576216,0.4228829,0.03056534,3.635307,5.17E-07,2.19E-08,0.9696819,0.2361224,0.1949447,0.2917779
59.2,0.08762141,0.005335081,0.4507717,0.02931156,3.600194,4.95E-07,2.11E-08,0.9298114,0.2264417,0.1869268,0.2993133
59.3,0.08378985,0.005104374,0.4319426,0.0281092,3.452531,4.75E-07,2.02E-08,1.040962,0.217158,0.1859668,0.287158
59.4,0.08012583,0.004883643,0.4595079,0.02695617,3.45308,4.55E-07,1.94E-08,0.9981612,0.2082548,0.1783181,0.2754963
59.5,0.07662204,0.004672458,0.4503438,0.02585043,3.525762,4.36E-07,1.86E-08,0.9571198,0.1997167,0.170984,0.2643082
59.6,0.07327146,0.004470405,0.4464869,0.02479005,3.491013,4.17E-07,1.79E-08,0.9177659,0.1915287,0.1691957,0.3155348
59.7,0.0700674,0.004277089,0.4278368,0.02377317,3.595519,4.00E-07,1.71E-08,0.88003,0.1836763,0.1622367,0.3027207
59.8,0.06700344,0.004092133,0.4630069,0.022798,3.580163,3.83E-07,1.64E-08,0.9521747,0.1795636,0.155564,0.290427
59.9,0.06407347,0.003915175,0.4436668,0.02186283,3.67484,3.67E-07,1.58E-08,0.9130241,0.1722018,0.1640648,0.2786325
60,0.06127163,0.00374587,0.4251345,0.09883203,3.528116,3.51E-07,1.51E-08,0.8754833,0.1651418,0.1573169,0.3660407
60.1,0.0585923,0.003583885,0.4180593,0.09477796,3.500506,3.37E-07,1.45E-08,1.081934,0.1583712,0.169926,0.3511755
60.2,0.05603014,0.003428906,0.415242,0.09089018,3.840221,3.22E-07,1.39E-08,1.037449,0.1877387,0.162937,0.336914
60.3,0.05358002,0.003280628,0.44631,0.08716188,3.81932,3.09E-07,1.34E-08,0.9947917,0.189719,0.1804464,0.3232317
60.4,0.05123704,0.003138763,0.4304692,0.08358652,3.736134,2.96E-07,1.28E-08,0.9538889,0.1819408,0.1913002,0.310105
60.5,0.04899651,0.003003032,0.4249156,0.08329386,3.591206,2.83E-07,1.23E-08,0.9146678,0.1744815,0.1834321,0.2975114
60.6,0.04685396,0.002873171,0.4071665,0.07987716,3.516863,2.72E-07,1.18E-08,0.8770595,0.1673281,0.1758877,0.3403624
60.7,0.04480509,0.002748925,0.4480961,0.07660062,3.577291,2.60E-07,1.13E-08,0.8517736,0.1684792,0.2174546,0.32654
60.8,0.04284583,0.002630052,0.430848,0.07345848,3.639227,2.49E-07,1.09E-08,0.9352953,0.1627942,0.2214514,0.3523922
60.9,0.05926502,0.00251632,0.4128512,0.07763448,3.489963,2.39E-07,1.04E-08,0.8968387,0.1561199,0.2123433,0.3380813
61,0.05667344,0.002407506,0.395606,0.07444993,3.623313,2.29E-07,1.00E-08,0.8599634,0.1497192,0.2036097,0.3389878
61.1,0.05419518,0.002303397,0.3790813,0.07139601,3.474702,2.19E-07,9.61E-09,0.905851,0.1838079,0.1991984,0.3252212
61.2,0.07793365,0.00220379,0.4089518,0.06846736,3.617793,2.10E-07,9.23E-09,0.8686051,0.1762721,0.1910055,0.3550042
61.3,0.07452572,0.002108491,0.3918695,0.07834962,3.469408,2.01E-07,8.85E-09,0.8328907,0.1690452,0.1831496,0.3405872
61.4,0.07126682,0.002017312,0.4102487,0.07513574,3.510492,1.93E-07,8.50E-09,0.7986447,0.1621146,0.197971,0.3699774
61.5,0.06815042,0.001930077,0.4617597,0.07753556,3.58357,1.84E-07,8.15E-09,0.8265616,0.1710782,0.1898286,0.3847503
61.6,0.06517029,0.001846614,0.4424717,0.07435507,3.69234,1.77E-07,7.82E-09,0.7925758,0.1640643,0.2299302,0.3845919
61.7,0.06232048,0.00176676,0.4264465,0.07130504,3.672996,1.69E-07,7.51E-09,0.7599875,0.1573379,0.2204733,0.3689734
61.8,0.05959529,0.001690359,0.4381589,0.06838012,3.522347,1.62E-07,7.20E-09,0.9450282,0.1508873,0.2114054,0.3599515
61.9,0.09331053,0.001617262,0.4198567,0.06557518,3.420517,0.01262351,6.91E-09,0.9061714,0.1447012,0.2027104,0.3566193
62,0.08923019,0.001547326,0.4023189,0.0628853,3.681057,0.01561356,6.63E-09,0.8689124,0.1387687,0.194373,0.3615823
62.1,0.08532828,0.001480415,0.3855138,0.06030576,3.634516,0.01495707,6.36E-09,0.8331853,0.1330794,0.2128581,0.3468982
62.2,0.08159699,0.001416396,0.4068063,0.05783202,3.708665,0.01432818,6.11E-09,0.7989272,0.1276233,0.2103834,0.3345986
62.3,0.07802887,0.001355147,0.4350162,0.06937159,3.621536,0.01372573,5.86E-09,0.8107365,0.1482346,0.2493756,0.3853681
62.4,0.07461677,0.001296545,0.4168452,0.06652598,3.472997,0.01314861,5.62E-09,0.7774014,0.1421572,0.2391189,0.369718
62.5,0.07135388,0.001240478,0.4307175,0.06862733,3.526568,0.01259576,5.40E-09,0.745437,0.1386224,0.2292841,0.398943
62.6,0.06823367,0.001186836,0.4127261,0.08149836,3.621789,0.01206615,5.18E-09,0.8141128,0.1329391,0.2198538,0.3827417
62.7,0.0652499,0.001135513,0.4099763,0.07815532,3.579051,0.01155882,4.97E-09,0.7806389,0.1274888,0.2108113,0.4342014
62.8,0.06239662,0.00108641,0.3928513,0.0749494,3.478974,0.01107281,4.77E-09,0.7637717,0.122262,0.2075591,0.4165682
62.9,0.0596681,0.00103943,0.4274524,0.07187499,3.450919,0.01060724,4.57E-09,0.7323676,0.1329017,0.1990223,0.3996511
63,0.05705889,0.000994481,0.4095974,0.06892669,3.542696,0.01016124,4.39E-09,0.7681752,0.1655812,0.1908366,0.3834209
63.1,0.05456378,0.000951476,0.4630762,0.06609933,3.407446,0.009734,4.21E-09,0.8013728,0.1587926,0.1829876,0.4602298
63.2,0.05217778,0.000910331,0.4437331,0.06338795,3.567976,0.009324721,4.04E-09,0.8621441,0.1522824,0.2462841,0.4415396
63.3,0.04989612,0.000870966,0.425198,0.06078779,3.458726,0.00893265,3.88E-09,0.8549159,0.146039,0.2698076,0.4674906
63.4,0.04771423,0.000833302,0.4284312,0.05829429,3.440515,0.008557064,3.72E-09,0.8197643,0.1400517,0.2587106,0.4888359
63.5,0.04562775,0.000797267,0.469174,0.05590307,3.544538,0.008197271,3.57E-09,0.7876079,0.1343098,0.24807,0.4689839
63.6,0.04363251,0.000762791,0.4495762,0.05360994,3.444061,0.007852606,3.43E-09,0.7552238,0.1288033,0.237867,0.5057484
63.7,0.04172452,0.000729805,0.4307971,0.05141087,3.380179,0.007522432,3.29E-09,0.7241713,0.1235226,0.2533695,0.4852096
63.8,0.03989996,0.000698246,0.4128024,0.049302,3.426933,0.01142003,3.16E-09,0.6943955,0.1184583,0.2429485,0.50272
63.9,0.03815519,0.000668051,0.3955593,0.04727964,3.327211,0.01093986,3.03E-09,0.6658441,0.1382298,0.2329562,0.4823042
64,0.03648671,0.000639162,0.3793154,0.04534024,3.293686,0.01047988,2.91E-09,0.6384665,0.1325626,0.2399733,0.4627175
64.1,0.05341028,0.000611523,0.4219226,0.0434804,3.305896,0.02260998,2.79E-09,0.6122147,0.1271277,0.2618516,0.4439262
64.2,0.05107472,0.000585079,0.4071998,0.04169684,3.263187,0.02165931,2.68E-09,0.5986613,0.1444487,0.2510818,0.5067459
64.3,0.0488413,0.000559778,0.4484463,0.04845674,3.129347,0.02074862,2.57E-09,0.5740461,0.1385265,0.3040164,0.4861666
64.4,0.04670553,0.000535571,0.4297143,0.04646905,3.350521,0.01987621,2.46E-09,0.6686615,0.1328471,0.2915124,0.5640239
64.5,0.04466316,0.000512411,0.4117648,0.0445629,3.213098,0.01904049,2.36E-09,0.6411682,0.1274006,0.2795226,0.5424989
64.6,0.0427101,0.000490253,0.3945651,0.04273494,3.282607,0.01823991,2.27E-09,0.8254109,0.1221774,0.268026,0.6869662
64.7,0.04084245,0.000469053,0.3780838,0.04098196,3.147969,0.01747299,2.18E-09,0.7914725,0.1496585,0.2570023,0.659068
64.8,0.03905646,0.000448769,0.3774183,0.03930089,3.190892,0.01673831,2.09E-09,0.7891899,0.1435227,0.2464319,0.7679569
64.9,0.03734858,0.000429363,0.3616533,0.03768877,3.1331,0.01603452,2.00E-09,0.7567407,0.1543879,0.2362963,0.7367696
65,0.03571537,0.000410796,0.3465467,0.0547988,3.191461,0.01536033,1.92E-09,0.8365152,0.1791236,0.2265776,0.7488583
65.1,0.03415359,0.000393032,0.4228355,0.05255097,3.265287,0.01471449,1.85E-09,0.8197691,0.1717798,0.2172586,0.7641016
65.2,0.0326601,0.000376036,0.4051733,0.05423209,3.13136,0.01409579,1.77E-09,0.7860627,0.1647371,0.2083229,0.7330709
65.3,0.03123192,0.000359774,0.3882489,0.06601235,3.035549,0.01350312,1.70E-09,0.7537421,0.1579832,0.2427413,0.8096272
65.4,0.02986619,0.000344217,0.3720315,0.111547,3.010924,0.01293536,1.63E-09,0.7227505,0.169078,0.2611036,0.9571489
65.5,0.02856018,0.000329332,0.3922864,0.1069714,3.063946,0.01239148,1.56E-09,0.6930332,0.1735535,0.2503646,1.013548
65.6,0.02731128,0.00031509,0.3759003,0.1025834,3.162984,0.01187046,1.50E-09,0.6645377,0.1664381,0.2400673,1.208588
