 , C00, C05, C17, C26, C31, C32, C34, C36, C37, C39, C41
Time(s)/Cell Status, undecided, undecided, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted, accepted
135,2.07E-09,3.66E-07,0.00678366,0.4021543,0.1047088,1.50184,2.759388,0.1623747,4.39E-05,0.2379713,0.01224566
135.1,1.98E-09,3.50E-07,0.006500301,0.385658,0.1004142,1.470752,2.696342,0.1556984,4.21E-05,0.3093604,0.01174836
135.2,1.90E-09,3.35E-07,0.006228779,0.3698384,0.09629564,1.512896,2.710302,0.1492965,4.04E-05,0.2966366,0.01127125
135.3,1.81E-09,3.21E-07,0.005968598,0.3546677,0.1419904,1.482963,2.873157,0.1431579,3.87E-05,0.2844361,0.01081351
135.4,1.73E-09,3.07E-07,0.005719285,0.3401193,0.1361666,1.42061,2.818643,0.1372717,3.71E-05,0.2727374,0.01037437
135.5,1.66E-09,2.94E-07,0.005480386,0.3652426,0.1305817,1.559019,2.78222,0.1316275,3.56E-05,0.2615198,0.009953058
135.6,1.59E-09,2.81E-07,0.005251466,0.3502605,0.1252259,1.622731,2.823644,0.1262153,3.42E-05,0.2619361,0.009548858
135.7,1.52E-09,2.69E-07,0.005032109,0.3358929,0.1200897,1.567553,2.709499,0.1210257,3.28E-05,0.2511628,0.009161072
135.8,1.45E-09,2.57E-07,0.004821913,0.3221146,0.1151642,1.647271,2.920142,0.1160495,3.14E-05,0.2408326,0.008789035
135.9,1.39E-09,2.46E-07,0.004620499,0.3089015,0.1104407,1.578009,2.805732,0.1112779,3.01E-05,0.2309273,0.008432105
136,1.33E-09,2.35E-07,0.004427497,0.2962304,0.1059109,1.529278,2.74977,0.1067025,2.89E-05,0.2214294,0.008089672
136.1,1.27E-09,2.25E-07,0.004242557,0.2840791,0.1015669,1.535958,2.742742,0.1023152,2.77E-05,0.2123221,0.007761144
136.2,1.21E-09,2.15E-07,0.004065342,0.2724263,0.09740113,1.506899,2.857472,0.09810831,2.66E-05,0.2035895,0.007445958
136.3,1.16E-09,2.06E-07,0.00389553,0.2903822,0.09340619,1.443539,2.756553,0.09407438,2.55E-05,0.1952159,0.007143572
136.4,1.11E-09,1.97E-07,0.003732811,0.2784708,0.08957511,1.440714,2.850698,0.09020633,2.44E-05,0.1871868,0.006853466
136.5,1.06E-09,1.89E-07,0.003576888,0.2692444,0.08590116,1.489544,2.73546,0.08649731,2.34E-05,0.1794879,0.006575142
136.6,1.01E-09,1.81E-07,0.003427479,0.3068208,0.08237789,1.496215,2.756391,0.08294079,2.25E-05,0.1721057,0.006308121
136.7,9.70E-10,1.73E-07,0.003284311,0.2942351,0.07899913,1.451072,2.805153,0.0842272,2.16E-05,0.1650271,0.006051943
136.8,9.28E-10,1.65E-07,0.003147123,0.3433751,0.07575895,1.544035,2.691755,0.08076403,2.07E-05,0.2848597,0.005806169
136.9,8.87E-10,1.58E-07,0.003015665,0.3292899,0.07265167,1.50296,2.786796,0.1025048,1.98E-05,0.322956,0.005570377
137,8.48E-10,1.51E-07,0.002889699,0.3712975,0.06967184,1.523401,2.750807,0.1288556,1.90E-05,0.309673,0.00534416
137.1,8.11E-10,1.45E-07,0.002768994,0.356067,0.06681423,1.536587,2.643614,0.1235575,1.82E-05,0.2969363,0.00512713
137.2,7.76E-10,1.38E-07,0.002653331,0.3414612,0.06407382,1.471979,2.668377,0.1184771,1.75E-05,0.2847235,0.004918913
137.3,7.42E-10,1.32E-07,0.002542499,0.3274545,0.06144581,1.572307,2.835328,0.1136057,1.68E-05,0.273013,0.004719153
137.4,7.09E-10,1.27E-07,0.002436297,0.3140224,0.0589256,1.506198,2.72071,0.1089346,1.61E-05,0.2617841,0.004527505
137.5,6.78E-10,1.21E-07,0.002334531,0.3011413,0.05650874,1.567367,2.656119,0.1044555,1.54E-05,0.2510171,0.004343639
137.6,6.49E-10,1.16E-07,0.002237016,0.2887885,0.05419102,1.501465,2.579254,0.1001606,1.48E-05,0.2406929,0.004167241
137.7,6.20E-10,1.11E-07,0.002143574,0.3008493,0.05196835,1.493229,2.670143,0.1377271,1.42E-05,0.2517362,0.003998006
137.8,5.93E-10,1.06E-07,0.002054035,0.2885086,0.04983685,1.430444,2.613566,0.1320641,1.36E-05,0.2413824,0.003835644
137.9,5.67E-10,1.02E-07,0.001968237,0.3165803,0.04779278,1.495704,2.81455,0.126634,1.30E-05,0.2314545,0.003679876
138,5.42E-10,9.72E-08,0.001886022,0.3464951,0.04583254,1.513731,2.716285,0.1214272,1.25E-05,0.2219349,0.003530433
138.1,5.19E-10,9.30E-08,0.001807242,0.3322819,0.04395271,1.593333,2.798808,0.1164345,1.20E-05,0.2128069,0.00338706
138.2,4.96E-10,8.90E-08,0.001731752,0.3186518,0.04214997,1.534657,2.760157,0.1116471,1.15E-05,0.2040542,0.003249509
138.3,4.74E-10,8.52E-08,0.001659415,0.3055808,0.04042117,1.47013,2.741343,0.1070565,1.10E-05,0.1956616,0.003117544
138.4,4.54E-10,8.15E-08,0.0015901,0.2930459,0.03876329,1.574965,2.630525,0.1026546,1.06E-05,0.1876142,0.002990938
138.5,4.34E-10,7.80E-08,0.001523681,0.2810252,0.0371734,1.508744,2.635497,0.09843379,1.01E-05,0.1798977,0.002869474
138.6,4.15E-10,7.46E-08,0.001460035,0.2694976,0.03564872,1.471486,2.751104,0.09438648,9.73E-06,0.2216739,0.002752942
138.7,3.97E-10,7.14E-08,0.001399048,0.2837889,0.03418658,1.579899,2.742316,0.09050559,9.33E-06,0.2125566,0.002641143
138.8,3.79E-10,6.83E-08,0.001340609,0.2721479,0.03278441,1.51347,2.631459,0.08678427,8.95E-06,0.2276362,0.002533884
138.9,3.63E-10,6.53E-08,0.001284611,0.2609845,0.03143974,1.645882,2.620758,0.09959273,8.58E-06,0.2182737,0.002430981
139,3.47E-10,6.25E-08,0.001230952,0.2580273,0.03015023,1.576678,2.670665,0.09549777,8.23E-06,0.2092962,0.002332258
139.1,3.32E-10,5.98E-08,0.001179534,0.2474431,0.02891361,1.514327,2.628569,0.09157119,7.89E-06,0.200688,0.002237543
139.2,3.17E-10,5.72E-08,0.001130264,0.237293,0.02772771,1.450655,2.651297,0.08780605,7.57E-06,0.1924338,0.002146675
139.3,3.03E-10,5.47E-08,0.001083052,0.250409,0.02659045,1.595652,2.544119,0.08419573,7.26E-06,0.1845191,0.002059497
139.4,2.90E-10,5.24E-08,0.001037812,0.2935731,0.02549983,1.539354,2.567755,0.08073386,6.96E-06,0.2352512,0.001975859
139.5,2.77E-10,5.01E-08,0.000994462,0.2815308,0.02445395,1.625163,2.463954,0.07741433,6.68E-06,0.2442016,0.001895618
139.6,2.65E-10,4.79E-08,0.000952922,0.2856373,0.02345096,1.55683,2.492638,0.07423128,6.40E-06,0.2341577,0.001818636
139.7,2.54E-10,4.59E-08,0.000913118,0.3012166,0.02248911,1.491371,2.747101,0.07117911,6.14E-06,0.2245269,0.001744779
139.8,2.43E-10,4.39E-08,0.000874977,0.2888607,0.02156671,1.648387,2.63605,0.06825244,5.89E-06,0.2152923,0.001673923
139.9,2.32E-10,4.20E-08,0.000838428,0.2770117,0.02068215,1.613439,2.529488,0.06544611,5.65E-06,0.2064374,0.001605943
140,2.22E-10,4.02E-08,0.000803406,0.2656488,0.01983386,1.656302,2.602982,0.06275516,5.41E-06,0.1979468,0.001540725
140.1,2.12E-10,3.84E-08,0.000769847,0.2547519,0.01902037,1.598113,2.497757,0.06459036,5.19E-06,0.2047889,0.001478155
140.2,2.03E-10,3.68E-08,0.00073769,0.244302,0.01824024,1.539641,2.475874,0.0619346,4.98E-06,0.1963661,0.001418126
140.3,1.94E-10,3.52E-08,0.000706876,0.2669899,0.01749211,1.642333,2.513168,0.05938803,4.78E-06,0.1882896,0.001360535
140.4,1.85E-10,3.37E-08,0.00067735,0.256038,0.01677467,1.573279,2.58656,0.05694618,4.58E-06,0.1912943,0.001305283
140.5,1.77E-10,3.22E-08,0.000649056,0.2455354,0.01608665,1.638516,2.51931,0.05460472,4.39E-06,0.1834265,0.001252274
140.6,1.70E-10,3.08E-08,0.000621945,0.2354636,0.01542685,1.580639,2.682819,0.05536564,4.21E-06,0.2036395,0.001201418
140.7,1.62E-10,2.95E-08,0.000595966,0.2258049,0.01479411,1.514179,2.597014,0.05308918,4.04E-06,0.1952639,0.001152628
140.8,1.55E-10,2.82E-08,0.000571072,0.2165425,0.01418733,1.555762,2.589754,0.0511664,3.87E-06,0.1872329,0.001105819
140.9,1.48E-10,2.70E-08,0.000547218,0.2084398,0.01360543,1.563211,2.547427,0.04906259,3.71E-06,0.1795321,0.001060911
141,1.42E-10,2.58E-08,0.00052436,0.1998897,0.0130474,1.497484,2.546578,0.04704528,3.56E-06,0.1974103,0.001017826
141.1,1.36E-10,2.47E-08,0.000502457,0.2571518,0.01251225,1.597876,2.640367,0.04511092,3.42E-06,0.2377031,0.000976492
141.2,1.30E-10,2.36E-08,0.000481469,0.2478232,0.01199906,1.670888,2.533631,0.0432561,3.28E-06,0.2279266,0.000936836
141.3,1.24E-10,2.26E-08,0.000461358,0.2376576,0.01150692,1.600633,2.53386,0.04147753,3.14E-06,0.2185521,0.00089879
141.4,1.19E-10,2.16E-08,0.000442086,0.2279089,0.01103496,1.533332,2.431429,0.0397721,3.01E-06,0.2095632,0.000862289
141.5,1.13E-10,2.07E-08,0.00042362,0.2307965,0.01058235,1.492204,2.33314,0.03813679,2.89E-06,0.2009439,0.000827271
141.6,1.08E-10,1.98E-08,0.000405925,0.2213292,0.01014831,1.588951,2.478317,0.05055574,2.77E-06,0.1926792,0.000793675
141.7,1.04E-10,1.89E-08,0.000388969,0.2122504,0.009732079,1.57265,2.416928,0.06433687,2.66E-06,0.1847545,0.000761443
141.8,9.92E-11,1.81E-08,0.000372722,0.2035439,0.009332914,1.65106,2.422682,0.06169153,2.55E-06,0.2101444,0.000730521
141.9,9.48E-11,1.73E-08,0.000357153,0.1951946,0.008950122,1.593339,2.575033,0.05915496,2.44E-06,0.2015013,0.000700854
142,9.07E-11,1.66E-08,0.000342234,0.1871877,0.00858303,1.636381,2.470938,0.05895312,2.34E-06,0.2152799,0.000672391
142.1,8.67E-11,1.59E-08,0.000327939,0.1795093,0.008230994,1.567577,2.396479,0.05652914,2.25E-06,0.2064256,0.000645085
142.2,8.29E-11,1.52E-08,0.000314241,0.196246,0.007893397,1.739865,2.344948,0.05420483,2.16E-06,0.1979354,0.000618888
142.3,7.93E-11,1.45E-08,0.000301115,0.188196,0.007569646,1.66671,2.585365,0.05197609,2.07E-06,0.1897945,0.000593754
142.4,7.58E-11,1.39E-08,0.000288537,0.1804762,0.007259175,1.60643,2.480852,0.04983899,1.98E-06,0.1819883,0.000569642
142.5,7.25E-11,1.33E-08,0.000276485,0.2092521,0.006961438,1.589794,2.45036,0.04778976,1.90E-06,0.1745033,0.000546508
142.6,6.94E-11,0.01347768,0.000264936,0.2006687,0.006675913,1.5858,2.492255,0.04582479,1.82E-06,0.228439,0.000524314
142.7,6.63E-11,0.01289486,0.000253869,0.2308824,0.006402098,1.63672,2.391506,0.04394061,1.75E-06,0.2190434,0.000503021
142.8,6.34E-11,0.05044958,0.000243265,0.2243643,0.006139514,1.567902,2.411999,0.0421339,1.68E-06,0.228368,0.000482593
142.9,6.06E-11,0.1431504,0.000233103,0.2151609,0.005887699,1.57014,2.364602,0.04040148,1.61E-06,0.2189754,0.000462995
143,5.80E-11,0.1369601,0.000223366,0.2063351,0.005646213,1.54229,2.269014,0.0387403,1.54E-06,0.2099691,0.000444192
143.1,5.55E-11,0.1614576,0.000214036,0.1978712,0.005414632,1.58603,2.522932,0.03714741,1.48E-06,0.2013332,0.000426153
143.2,5.30E-11,0.3126104,0.000205096,0.1897546,0.005192549,1.519343,2.420943,0.03562002,1.42E-06,0.1930524,0.000408847
143.3,5.07E-11,0.299495,0.000196529,0.1819709,0.004979575,1.599952,2.421483,0.03415543,1.36E-06,0.1851123,0.000392243
143.4,4.85E-11,0.4496547,0.00018832,0.1745065,0.004775336,1.63311,2.32574,0.03275106,1.30E-06,0.1774988,0.000376314
143.5,4.64E-11,0.4435765,0.000180453,0.1673483,0.004579474,1.647853,2.257583,0.03140444,1.25E-06,0.1824005,0.000361032
143.6,4.44E-11,0.5444816,0.000172916,0.1604837,0.004391645,1.578567,2.166321,0.05446351,1.20E-06,0.1748985,0.00034637
143.7,4.24E-11,0.5209363,0.000165693,0.1745415,0.004211521,1.632874,2.424888,0.05222413,1.15E-06,0.167705,0.000332303
143.8,4.06E-11,0.5855446,0.000158772,0.1673818,0.004038784,1.679178,2.326863,0.05007683,1.10E-06,0.1608074,0.000318808
143.9,3.88E-11,0.568552,0.00015214,0.1605159,0.003873132,1.697698,2.45187,0.04801782,1.06E-06,0.1541935,0.000305861
144,3.71E-11,0.5439659,0.000145785,0.1539315,0.003714274,1.670155,2.352754,0.04604347,1.01E-06,0.1478516,0.00029344
144.1,3.55E-11,0.5572144,0.000139695,0.1476173,0.003561932,1.704697,2.33394,0.0441503,9.73E-07,0.1417706,0.000281523
144.2,3.39E-11,0.596657,0.00013386,0.1415621,0.003415838,1.698339,2.421703,0.04233497,9.33E-07,0.1359396,0.00027009
144.3,3.24E-11,0.5708556,0.000128269,0.1357552,0.003275736,1.698089,2.462074,0.04059428,8.95E-07,0.1303485,0.000259122
144.4,3.10E-11,0.5461698,0.000122911,0.1972842,0.003141381,1.62669,2.40658,0.03892517,8.58E-07,0.136172,0.000248599
144.5,2.97E-11,0.5653121,0.000117777,0.189858,0.003012536,1.738219,2.309294,0.03732468,8.23E-07,0.1305713,0.000238503
144.6,2.84E-11,0.5408661,0.000112857,0.18207,0.002888976,1.665133,2.350986,0.03579,7.89E-07,0.125201,0.000228817
144.7,2.71E-11,0.5174772,0.000108143,0.1746016,0.002770484,1.74156,2.386431,0.03431842,7.57E-07,0.1558953,0.000219525
144.8,2.59E-11,0.4950997,0.000103626,0.1674394,0.002656851,1.668333,2.452874,0.03290735,7.26E-07,0.1494834,0.00021061
144.9,2.48E-11,0.5188205,9.93E-05,0.1605711,0.00254788,1.736295,2.367651,0.0315543,6.96E-07,0.1433353,0.000202057
145,2.37E-11,0.5394003,9.51E-05,0.1539845,0.002443378,1.713331,2.436876,0.03025688,6.68E-07,0.1463552,0.000193851
145.1,2.27E-11,0.5494882,9.12E-05,0.1522974,0.002343162,1.694479,2.338366,0.05859077,6.40E-07,0.1588368,0.000185979
145.2,2.17E-11,0.5257265,8.74E-05,0.1460502,0.002247056,1.796983,2.268189,0.05618169,6.14E-07,0.1985549,0.000178426
145.3,2.07E-11,0.5165888,8.37E-05,0.1400593,0.002154892,1.84285,2.312816,0.05387167,5.89E-07,0.1903885,0.00017118
145.4,1.98E-11,0.4942498,8.02E-05,0.1343141,0.002066509,1.842929,2.335212,0.05165663,5.65E-07,0.1825579,0.000164228
145.5,1.90E-11,0.5211844,7.69E-05,0.1437342,0.00198175,1.769997,2.243725,0.04953266,5.42E-07,0.1750494,0.000157559
145.6,1.81E-11,0.5391811,7.37E-05,0.1378382,0.001900468,1.720853,2.37219,0.04749602,5.19E-07,0.1678497,0.00015116
145.7,1.73E-11,0.5158651,7.06E-05,0.1321841,0.00182252,1.772155,2.276295,0.04554313,4.98E-07,0.1609462,0.000145021
145.8,1.66E-11,0.4935573,6.76E-05,0.126762,0.001747769,1.840268,2.328308,0.04367053,4.78E-07,0.1543266,0.000139132
145.9,1.59E-11,0.4782133,6.48E-05,0.1322003,0.001676083,1.804962,2.234187,0.04187493,4.58E-07,0.1479792,0.000133482
146,1.52E-11,0.4668937,6.21E-05,0.1267775,0.001607338,1.72907,2.172906,0.04015316,4.39E-07,0.1967087,0.000128061
146.1,1.45E-11,0.4467036,5.95E-05,0.1314034,0.001541413,1.903655,2.188738,0.03850218,4.21E-07,0.1886182,0.00012286
146.2,1.39E-11,0.4574578,5.70E-05,0.1260133,0.001478191,1.823613,2.199764,0.03691909,4.04E-07,0.1808604,0.000117871
146.3,1.33E-11,0.4429345,5.46E-05,0.1208443,0.001417563,1.746937,2.270047,0.03540108,3.87E-07,0.1734217,0.000113084
146.4,1.27E-11,0.436162,5.24E-05,0.1195277,0.001359421,1.769656,2.220187,0.0339455,3.72E-07,0.166289,0.000108492
146.5,1.21E-11,0.4173009,5.02E-05,0.1146247,0.001303664,1.720613,2.144818,0.03254976,3.56E-07,0.1594496,0.000104086
146.6,1.16E-11,0.3992554,4.81E-05,0.1099228,0.001250194,1.716618,2.058114,0.03121142,3.42E-07,0.1528915,9.99E-05
146.7,1.11E-11,0.3819902,4.61E-05,0.1054138,0.001198916,1.756764,2.187218,0.0299281,3.28E-07,0.1466032,9.58E-05
146.8,1.06E-11,0.3984812,4.41E-05,0.1010897,0.001149743,1.719083,2.202358,0.02869754,3.14E-07,0.1405735,9.19E-05
146.9,1.01E-11,0.4151153,4.23E-05,0.09694306,0.001102585,1.646802,2.19561,0.02751759,3.01E-07,0.1347918,8.82E-05
147,9.70E-12,0.3971643,4.05E-05,0.09296647,0.001057363,1.815323,2.275863,0.02638615,2.89E-07,0.1705647,8.46E-05
147.1,9.27E-12,0.3812816,3.88E-05,0.08915301,0.001013995,1.801058,2.237602,0.02530123,2.77E-07,0.1635495,8.12E-05
147.2,8.87E-12,0.3863885,3.72E-05,0.08549597,0.000972405,1.72533,2.147147,0.02426091,2.66E-07,0.1568228,7.79E-05
147.3,8.48E-12,0.3843665,3.57E-05,0.08198895,0.000932522,1.74294,2.119615,0.02326338,2.55E-07,0.1503728,7.47E-05
147.4,8.11E-12,0.3992723,3.42E-05,0.07862578,0.000894274,1.798837,2.078237,0.02230686,2.44E-07,0.144188,7.17E-05
147.5,7.75E-12,0.3820064,3.27E-05,0.07540056,0.000857595,1.908276,2.010269,0.02138967,2.34E-07,0.1382577,6.88E-05
147.6,7.42E-12,0.3939779,3.14E-05,0.09430131,0.000822421,1.852871,2.260161,0.02051019,2.25E-07,0.1325712,6.60E-05
147.7,7.09E-12,0.3769409,3.01E-05,0.09043308,0.000788689,1.782553,2.286416,0.01966687,2.16E-07,0.1271186,6.33E-05
147.8,6.78E-12,0.3916906,2.88E-05,0.08672354,0.00075634,1.707603,2.22272,0.01885823,2.07E-07,0.1218903,6.07E-05
147.9,6.48E-12,0.3747525,2.76E-05,0.08316615,0.000725319,1.862959,2.246318,0.01808283,1.98E-07,0.116877,5.83E-05
148,6.20E-12,0.3622374,2.65E-05,0.0797547,0.00069557,1.830103,2.155512,0.01733932,1.90E-07,0.1120699,5.59E-05
148.1,5.93E-12,0.3465731,2.53E-05,0.07648318,0.000667041,1.854227,2.082923,0.01662638,1.82E-07,0.1302904,5.36E-05
148.2,5.67E-12,0.3315861,2.43E-05,0.07334585,0.000639682,1.776263,2.191118,0.01594275,1.75E-07,0.1249317,5.14E-05
148.3,5.42E-12,0.3172472,2.33E-05,0.07033721,0.000613445,1.911209,2.177699,0.01528723,1.68E-07,0.1197933,4.94E-05
148.4,5.19E-12,0.3035283,2.23E-05,0.067452,0.000588284,1.836491,2.226631,0.01465867,1.61E-07,0.1169702,4.73E-05
148.5,4.96E-12,0.2904027,2.14E-05,0.06468513,0.000564156,1.759274,2.175562,0.01405595,1.54E-07,0.1618902,4.54E-05
148.6,4.74E-12,0.2778447,2.05E-05,0.06203176,0.000541017,1.685302,2.087615,0.01347801,1.48E-07,0.1552317,4.36E-05
148.7,4.53E-12,0.2728973,1.96E-05,0.05948723,0.000518827,1.860121,2.008488,0.01292383,1.42E-07,0.1724498,4.18E-05
148.8,4.34E-12,0.2610963,1.88E-05,0.09016413,0.000497547,1.781909,1.927296,0.01239244,1.36E-07,0.1730231,4.01E-05
148.9,4.15E-12,0.2868538,1.80E-05,0.08646562,0.00047714,1.757573,2.129709,0.0118829,1.30E-07,0.1659068,3.85E-05
149,3.97E-12,0.2744492,1.73E-05,0.08291882,0.00045757,1.909824,2.077738,0.01139431,1.25E-07,0.1590832,3.69E-05
149.1,3.79E-12,0.2625811,1.65E-05,0.0795175,0.000438802,1.829523,1.995463,0.01092581,1.20E-07,0.1525402,3.54E-05
149.2,3.63E-12,0.3232726,1.59E-05,0.07625571,0.000420805,1.831071,2.159425,0.01047658,1.15E-07,0.1462663,3.40E-05
149.3,3.47E-12,0.3092932,1.52E-05,0.07312772,0.000403545,1.754081,2.072131,0.01004581,1.10E-07,0.1402504,3.26E-05
149.4,3.32E-12,0.3651086,1.46E-05,0.07012803,0.000386994,1.916716,1.988366,0.009632758,1.06E-07,0.134482,3.13E-05
149.5,3.17E-12,0.3493201,1.39E-05,0.06725139,0.000371121,1.850812,2.106517,0.009236688,1.01E-07,0.1289508,3.00E-05
149.6,3.03E-12,0.4032027,1.34E-05,0.06449275,0.000355899,1.89317,2.021361,0.008856903,9.73E-08,0.1236472,2.88E-05
149.7,2.90E-12,0.4035477,1.28E-05,0.06184728,0.000341302,1.83041,2.157597,0.008492734,9.33E-08,0.1267755,2.76E-05
149.8,2.77E-12,0.4329853,1.23E-05,0.05931032,0.000327304,1.883015,2.171411,0.008143538,8.95E-08,0.1215613,2.65E-05
149.9,2.65E-12,0.4142615,1.18E-05,0.05687742,0.000313879,2.000262,2.152345,0.0078087,8.58E-08,0.1732677,2.54E-05
150,2.54E-12,0.3989886,1.13E-05,0.05454432,0.000301005,1.916158,2.088072,0.007487629,8.23E-08,0.1661413,2.44E-05
150.1,2.42E-12,0.4244997,1.08E-05,0.05230692,0.000288659,1.876064,2.037488,0.00717976,7.89E-08,0.159308,2.34E-05
150.2,2.32E-12,0.4569626,1.03E-05,0.05016131,0.00027682,1.856637,1.955123,0.006884549,7.57E-08,0.1527558,2.24E-05
150.3,2.22E-12,0.4656526,9.91E-06,0.0481037,0.000265466,1.818113,2.145054,0.006601478,7.26E-08,0.146473,2.15E-05
150.4,2.12E-12,0.4455162,9.50E-06,0.0461305,0.000254578,1.761385,2.07042,0.006330044,6.96E-08,0.1404487,2.07E-05
150.5,2.03E-12,0.4945466,9.10E-06,0.04423823,0.000244136,1.777902,1.986724,0.006069772,6.68E-08,0.1346721,1.98E-05
150.6,1.94E-12,0.6532367,8.72E-06,0.04242359,0.000234123,1.882257,1.985209,0.005820201,6.40E-08,0.1291331,1.90E-05
150.7,1.85E-12,0.6249885,8.36E-06,0.04068338,0.00022452,1.891616,1.904958,0.005580892,6.14E-08,0.123822,1.82E-05
150.8,1.77E-12,0.6483742,8.01E-06,0.03901456,0.000215312,1.81208,2.003089,0.005351422,5.89E-08,0.1187292,1.75E-05
150.9,1.70E-12,0.6797544,7.68E-06,0.03741419,0.000206481,1.852085,2.070586,0.005131388,5.65E-08,0.113846,1.68E-05
151,1.62E-12,0.6503595,7.35E-06,0.03587947,0.000198012,1.786276,1.993697,0.004920401,5.42E-08,0.1091636,1.61E-05
151.1,1.55E-12,0.6222358,7.05E-06,0.0344077,0.00018989,1.793422,1.924815,0.004718088,5.19E-08,0.1046737,1.55E-05
151.2,1.48E-12,0.7296332,6.75E-06,0.0329963,0.000182102,1.913008,1.898752,0.004524095,4.98E-08,0.1003686,1.48E-05
151.3,1.42E-12,0.7182804,6.47E-06,0.0316428,0.000174633,1.886808,1.975823,0.004338077,4.78E-08,0.09624045,1.42E-05
151.4,1.36E-12,0.6872196,6.20E-06,0.03034482,0.00016747,1.807475,2.04813,0.004159709,4.58E-08,0.09228214,1.37E-05
151.5,1.30E-12,0.7091711,5.94E-06,0.02910008,0.000160601,1.906792,1.965335,0.003988673,4.39E-08,0.08848663,1.31E-05
151.6,1.24E-12,0.8053806,5.69E-06,0.0279064,0.000154014,1.922209,1.911401,0.003824671,4.21E-08,0.08484723,1.26E-05
151.7,1.19E-12,0.7705532,5.46E-06,0.02676169,0.000147697,1.998162,2.048694,0.003667412,4.04E-08,0.08135751,1.21E-05
151.8,1.13E-12,0.7372319,5.23E-06,0.02566393,0.000141639,1.914146,1.982851,0.003516619,3.87E-08,0.1038303,1.16E-05
151.9,1.08E-12,0.7053514,5.01E-06,0.0246112,0.00013583,1.96313,2.144821,0.003372026,3.72E-08,0.1287087,1.11E-05
152,1.04E-12,0.6748496,4.80E-06,0.02360165,0.000130259,1.943493,2.058118,0.003233379,3.56E-08,0.123415,1.06E-05
152.1,9.92E-13,0.7368494,4.60E-06,0.02263352,0.000124916,1.861776,1.974919,0.003100432,3.42E-08,0.118339,1.02E-05
152.2,9.48E-13,0.7049856,4.41E-06,0.02170509,0.000119793,1.878242,2.087088,0.002972951,3.28E-08,0.1134718,9.80E-06
152.3,9.07E-13,0.6744996,4.22E-06,0.02081476,0.000114879,1.850741,2.002718,0.002850712,3.14E-08,0.1232482,9.40E-06
152.4,8.67E-13,0.6771773,4.05E-06,0.01996094,0.000110168,1.772924,1.921759,0.0027335,3.01E-08,0.118179,9.02E-06
152.5,8.29E-13,0.6478938,3.88E-06,0.01914215,0.000105649,1.936707,1.844072,0.002621106,2.89E-08,0.1133184,8.65E-06
152.6,7.93E-13,0.6198766,3.72E-06,0.01835694,0.000101316,1.855276,1.82445,0.002513334,2.77E-08,0.1086577,8.30E-06
152.7,7.58E-13,0.6724708,3.56E-06,0.01760394,9.72E-05,1.906184,1.871236,0.002409993,2.66E-08,0.1041887,7.96E-06
152.8,7.25E-13,0.6433909,3.41E-06,0.01688183,9.32E-05,1.89274,1.912181,0.002310901,2.55E-08,0.09990344,7.64E-06
152.9,6.93E-13,0.6155685,3.27E-06,0.01618934,8.94E-05,1.813157,1.834882,0.002215884,2.44E-08,0.09579447,7.33E-06
153,6.63E-13,0.6646001,3.13E-06,0.01552526,8.57E-05,1.894708,1.837612,0.002124774,2.34E-08,0.0918545,7.03E-06
153.1,6.34E-13,0.6377819,3.00E-06,0.01488842,8.22E-05,1.996716,1.813877,0.002037409,2.25E-08,0.08807658,6.75E-06
153.2,6.06E-13,0.6675646,2.88E-06,0.0142777,7.88E-05,1.94294,1.825531,0.001953637,2.16E-08,0.08445404,6.47E-06
153.3,5.80E-13,0.66206,2.76E-06,0.01369203,7.56E-05,1.915618,1.893907,0.001873309,2.07E-08,0.08098049,6.21E-06
153.4,5.54E-13,0.6334303,2.64E-06,0.01313038,7.25E-05,1.902822,1.9563,0.001796284,1.98E-08,0.07764982,5.96E-06
153.5,5.30E-13,0.6060386,2.53E-06,0.01259178,6.95E-05,1.920272,1.909152,0.001722427,1.90E-08,0.07445613,5.72E-06
153.6,5.07E-13,0.6117836,2.43E-06,0.01207527,6.66E-05,1.945619,1.831975,0.001651606,1.82E-08,0.07139379,5.48E-06
153.7,4.85E-13,0.6005841,2.32E-06,0.01157994,6.39E-05,1.863813,1.936683,0.001583697,1.75E-08,0.0684574,5.26E-06
153.8,4.64E-13,0.5746128,2.23E-06,0.01110493,6.13E-05,1.815201,1.871274,0.00151858,1.68E-08,0.06564179,5.05E-06
153.9,4.43E-13,0.6132731,2.13E-06,0.01064941,5.88E-05,2.042505,1.894601,0.00145614,1.61E-08,0.06294198,4.84E-06
154,4.24E-13,0.5867531,2.04E-06,0.01021258,5.64E-05,2.014648,1.942551,0.001396268,1.54E-08,0.1113815,4.65E-06
154.1,4.05E-13,0.5853045,1.96E-06,0.009793659,5.41E-05,1.929939,1.864024,0.001338858,1.48E-08,0.1068005,4.46E-06
154.2,3.88E-13,0.5773,1.88E-06,0.009391925,5.18E-05,1.848792,1.788672,0.001283808,1.42E-08,0.1024078,4.28E-06
154.3,3.71E-13,0.5523356,1.80E-06,0.00900667,4.97E-05,1.961037,1.830178,0.001231021,1.36E-08,0.09819585,4.10E-06
154.4,3.55E-13,0.5284507,1.72E-06,0.008637219,4.77E-05,1.878583,1.799832,0.001180405,1.30E-08,0.09415711,3.94E-06
